generation,best_fitness,best_progress,best_dense_progress,best_ranking_progress,best_time,best_finished,best_crashes,best_distance,best_steps,best_reward,best_ranking_key,current_mutation_prob,current_mutation_sigma,cached_evaluations,evaluated_count,rollout_count,mirror_rollout_count,mirror_individual_count,population_size,finish_count,crash_count,timeout_count,terminated_count,truncated_count,virtual_time_sum,cumulative_virtual_time,virtual_steps_sum,cumulative_virtual_steps,generation_wall_seconds,cumulative_wall_seconds,mean_progress,mean_dense_progress,mean_ranking_progress,mean_reward,mean_time,mean_physics_tick_count,mean_physics_hz,mean_physics_delay_norm,progress_min,progress_p10,progress_p25,progress_median,progress_mean,progress_std,progress_p75,progress_p90,progress_max,dense_progress_min,dense_progress_p10,dense_progress_p25,dense_progress_median,dense_progress_mean,dense_progress_std,dense_progress_p75,dense_progress_p90,dense_progress_max,ranking_progress_min,ranking_progress_p10,ranking_progress_p25,ranking_progress_median,ranking_progress_mean,ranking_progress_std,ranking_progress_p75,ranking_progress_p90,ranking_progress_max,time_min,time_p10,time_p25,time_median,time_mean,time_std,time_p75,time_p90,time_max,distance_min,distance_p10,distance_p25,distance_median,distance_mean,distance_std,distance_p75,distance_p90,distance_max,reward_min,reward_p10,reward_p25,reward_median,reward_mean,reward_std,reward_p75,reward_p90,reward_max,fitness_min,fitness_p10,fitness_p25,fitness_median,fitness_mean,fitness_std,fitness_p75,fitness_p90,fitness_max,steps_min,steps_p10,steps_p25,steps_median,steps_mean,steps_std,steps_p75,steps_p90,steps_max,physics_tick_min,physics_tick_p10,physics_tick_p25,physics_tick_median,physics_tick_mean,physics_tick_std,physics_tick_p75,physics_tick_p90,physics_tick_max,physics_hz_min,physics_hz_p10,physics_hz_p25,physics_hz_median,physics_hz_mean,physics_hz_std,physics_hz_p75,physics_hz_p90,physics_hz_max,physics_delay_norm_min,physics_delay_norm_p10,physics_delay_norm_p25,physics_delay_norm_median,physics_delay_norm_mean,physics_delay_norm_std,physics_delay_norm_p75,physics_delay_norm_p90,physics_delay_norm_max,front0_size,best_rank,best_crowding,best_priority_score,best_scalar_fitness,best_obj_finished,best_obj_progress,best_obj_neg_time,mean_obj_finished,mean_obj_progress,mean_obj_neg_time
179,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,134.25999999999925,24859.70999999986,13426,2485971,4.321241699974053,906.3625918999896,6.071428571428572,7.797221342722575,7.797221342722575,7.759180819953762,2.7970833333333176,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,6.071428571428572,3.227486121839514,8.571428571428571,8.571428571428571,14.285714285714285,1.883648463657924,5.108441489083426,5.472484316144671,7.779803957257952,7.797221342722575,2.8298469626268683,9.000961439950125,10.342006955827987,15.037024361746651,1.883648463657924,5.108441489083426,5.472484316144671,7.779803957257952,7.797221342722575,2.8298469626268683,9.000961439950125,10.342006955827987,15.037024361746651,1.7200000000000013,2.0310000000000006,2.207499999999997,2.814999999999984,2.7970833333333176,0.822323837095537,2.957499999999981,3.421999999999974,6.539999999999905,5.135098069018568,43.25700628235936,47.40485419891775,74.84943367540836,69.68943547843658,25.45086361157332,80.77634560316801,92.8514752238989,128.17030230909586,1.8235433285598557,5.078618232077144,5.441437177995512,7.741829107824277,7.759180819953762,2.82442474699054,8.961731109122875,10.300386698980144,14.981708617107284,1823543.3285598557,5078618.232077144,5441437.177995512,7741829.107824277,7759180.819953763,2824424.7469905396,8961731.109122874,10300386.698980143,14981708.617107283,172.0,203.1,220.75,281.5,279.7083333333333,82.23238370955542,295.75,342.2000000000003,654.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.07797221342722575,-0.09323611111111059
180,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,145.909999999999,25005.61999999986,14591,2500562,5.405730200000107,911.8789520999999,7.38095238095238,8.80262607619876,8.80262607619876,8.762149154586007,3.039791666666646,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,5.714285714285714,7.38095238095238,3.0768685674571628,8.571428571428571,12.285714285714297,14.285714285714285,3.5778318132672995,5.597584315708706,7.583327974591937,8.462307793753489,8.80262607619876,2.6505433039040254,9.2908661706107,13.699755532400953,15.037024361746651,3.5778318132672995,5.597584315708706,7.583327974591937,8.462307793753489,8.80262607619876,2.6505433039040254,9.2908661706107,13.699755532400953,15.037024361746651,1.7700000000000014,2.2299999999999964,2.7799999999999847,2.904999999999982,3.039791666666646,0.8296095707804525,3.0724999999999785,3.8729999999999616,6.539999999999905,27.166380871087313,49.05627737343311,72.27801990509033,78.94068636000156,79.00494608601245,22.72771855516996,84.19765521213412,123.48606146201493,128.17030230909586,3.5230046468864287,5.566115259431332,7.545980768353767,8.423128632078935,8.762149154586007,2.644598946705621,9.251234132544399,13.637312046339492,14.981708617107284,3523004.646886429,5566115.259431332,7545980.768353768,8423128.632078936,8762149.154586008,2644598.9467056207,9251234.132544398,13637312.046339491,14981708.617107283,177.0,223.0,278.0,290.5,303.9791666666667,82.96095707804699,307.25,387.3,654.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.08802626076198761,-0.10132638888888819
181,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,143.23999999999904,25148.85999999986,14324,2514886,5.101425400003791,917.1022015000344,6.309523809523809,8.002752860387167,8.002752860387167,7.962841058363405,2.984166666666647,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,6.309523809523809,3.68663394457191,8.571428571428571,10.28571428571431,14.285714285714285,1.9600786481584822,4.856317792619977,5.390768051147461,8.01525252205985,8.002752860387167,3.1938346787208274,9.541593279157365,11.868737901960115,15.037024361746651,1.9600786481584822,4.856317792619977,5.390768051147461,8.01525252205985,8.002752860387167,3.1938346787208274,9.541593279157365,11.868737901960115,15.037024361746651,1.6600000000000013,1.9310000000000016,2.099999999999999,2.864999999999983,2.984166666666647,1.115976465801215,3.1649999999999765,4.182999999999957,6.539999999999905,6.666724157163117,40.4059696637094,46.471203008666635,76.70633555948734,70.13535709627938,28.675371403871477,84.72355445846915,104.62837749943151,128.44779513031244,1.8999719814343259,4.827337386650314,5.360021579944452,7.976725597196198,7.962841058363405,3.1880228680166782,9.499858555602907,11.822544638329857,14.981708617107284,1899971.981434326,4827337.386650314,5360021.579944452,7976725.597196197,7962841.058363403,3188022.868016678,9499858.555602908,11822544.638329858,14981708.617107283,166.0,193.1,210.0,286.5,298.4166666666667,111.59764658012381,316.5,418.30000000000024,654.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.08002752860387166,-0.09947222222222156
182,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,137.47999999999917,25286.33999999986,13748,2528634,4.93877310003154,922.1769312000251,6.964285714285714,8.597377311615716,8.597377311615716,8.558659497807815,2.8641666666666494,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.0,5.714285714285714,6.964285714285714,3.3959885299037884,8.571428571428571,12.285714285714297,14.285714285714285,4.557053702218192,5.218401772635324,5.765750067574637,8.357271466936384,8.597377311615716,3.015281834837329,9.920860018048966,14.190836225237168,15.037024361746651,4.557053702218192,5.218401772635324,5.765750067574637,8.357271466936384,8.597377311615716,3.015281834837329,9.920860018048966,14.190836225237168,15.037024361746651,1.7900000000000014,2.047,2.1924999999999972,2.8749999999999827,2.8641666666666494,0.8098478080616102,3.094999999999978,3.848999999999962,6.539999999999905,36.99130744487047,44.57872486487031,50.89955178834498,78.56148191913962,76.14714123572533,26.109540095019874,86.69454085454345,126.01240091994406,128.17030230909586,4.529116710910746,5.1881269479070715,5.733698891155544,8.318543342801295,8.558659497807815,3.0079522112717934,9.880126246061812,14.138319672870557,14.981708617107284,4529116.710910747,5188126.947907071,5733698.891155545,8318543.342801295,8558659.497807814,3007952.2112717936,9880126.246061811,14138319.672870556,14981708.617107283,179.0,204.7,219.25,287.5,286.4166666666667,80.98478080616273,309.5,384.90000000000003,654.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.08597377311615717,-0.09547222222222167
183,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,139.80999999999912,25426.149999999856,13981,2542615,4.778605500003323,927.0897673,6.3690476190476195,8.038635651270548,8.038635651270548,7.999437244942375,2.912708333333315,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,6.3690476190476195,3.4621168140990153,8.571428571428571,9.428571428571441,14.285714285714285,1.882831028529576,4.8565439496721545,5.513283865792411,7.527761459350586,8.038635651270548,3.071723267887386,9.73959309714181,11.544692175728947,15.037024361746651,1.882831028529576,4.8565439496721545,5.513283865792411,7.527761459350586,8.038635651270548,3.071723267887386,9.73959309714181,11.544692175728947,15.037024361746651,1.6900000000000013,1.9680000000000015,2.164999999999998,2.7899999999999845,2.912708333333315,0.9548532600687138,3.092499999999978,3.915999999999961,6.539999999999905,5.1357835649032495,40.51705168411136,47.89680747874081,72.91217360645533,71.32299483995591,27.523998046569286,86.80304390005767,103.67223286777747,128.17030230909586,1.8227258927460117,4.826763572907986,5.482135968984933,7.490238547176979,7.999437244942375,3.065355705972143,9.698305316238878,11.499394771924749,14.981708617107284,1822725.8927460117,4826763.572907985,5482135.968984932,7490238.5471769795,7999437.244942375,3065355.7059721425,9698305.316238878,11499394.771924749,14981708.617107283,169.0,196.8,216.5,279.0,291.2708333333333,95.48532600687338,309.25,391.6,654.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.08038635651270548,-0.09709027777777716
184,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,137.05999999999918,25563.209999999854,13706,2556321,4.9366403999738395,932.1301075000083,7.202380952380952,8.646505106063115,8.646505106063115,8.60787478283884,2.8554166666666494,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.0,8.571428571428571,7.202380952380952,3.40015922663041,8.571428571428571,12.285714285714297,14.285714285714285,5.016746520996094,5.371173858642578,5.763534818376813,8.830864770071848,8.646505106063115,2.978728756385297,9.955805369785853,14.352040972028462,15.037024361746651,5.016746520996094,5.371173858642578,5.763534818376813,8.830864770071848,8.646505106063115,2.978728756385297,9.955805369785853,14.352040972028462,15.037024361746651,1.9600000000000015,2.06,2.2149999999999967,2.909999999999982,2.8554166666666494,0.7752014747076166,3.0824999999999783,3.835999999999962,6.539999999999905,42.63745974749327,46.04884765073657,51.740314504131675,80.10787512734532,76.1565576097928,25.255396422256126,86.58774620108306,125.39512340575457,128.17030230909586,4.987103883536347,5.340427389585556,5.729382973105323,8.791383508514054,8.60787478283884,2.971815428077234,9.914542531000452,14.303475151120121,14.981708617107284,4987103.883536346,5340427.3895855555,5729382.973105323,8791383.508514054,8607874.78283884,2971815.428077234,9914542.53100045,14303475.15112012,14981708.617107283,196.0,206.0,221.5,291.0,285.5416666666667,77.5201474707633,308.25,383.6,654.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.08646505106063117,-0.09518055555555499
185,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,146.06999999999897,25709.279999999853,14607,2570928,5.5232107999618165,937.7965848000022,7.5,9.010018167041597,9.010018167041597,8.96950664335244,3.0431249999999785,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,8.571428571428571,7.5,3.3312068046745766,8.571428571428571,12.285714285714297,14.285714285714285,4.150717599051339,5.391569955008371,7.077088356018067,9.038794381277903,9.010018167041597,2.9273348529692185,9.91248267037528,14.353480747767858,15.037024361746651,4.150717599051339,5.391569955008371,7.077088356018067,9.038794381277903,9.010018167041597,2.9273348529692185,9.91248267037528,14.353480747767858,15.037024361746651,1.6600000000000013,2.0749999999999997,2.7024999999999864,2.9899999999999802,3.0431249999999785,0.9024161000936871,3.147499999999977,3.8559999999999617,6.539999999999905,32.90305820852518,46.64964699074626,70.66569295711815,82.45077656581998,80.27368915554446,24.996659384456965,86.52434692159295,124.86036883741617,128.17030230909586,4.124084695993131,5.36077330536138,7.039992452389846,8.998663295288678,8.96950664335244,2.9205386482783564,9.867122845893222,14.304945467477975,14.981708617107284,4124084.695993131,5360773.30536138,7039992.452389847,8998663.295288678,8969506.643352441,2920538.6482783565,9867122.845893223,14304945.467477974,14981708.617107283,166.0,207.5,270.25,299.0,304.3125,90.24161000937059,314.75,385.6,654.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.09010018167041596,-0.10143749999999929
186,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,141.57999999999907,25850.85999999985,14158,2585086,5.475307299988344,943.3846816000296,6.785714285714285,8.353805598758516,8.353805598758516,8.314236243656394,2.949583333333314,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,8.571428571428571,6.785714285714285,3.762733483161692,8.571428571428571,12.285714285714297,14.285714285714285,1.879528590611049,5.072425842285156,5.395329339163644,8.67699350629534,8.353805598758516,3.1921340312677717,9.733456202915736,14.003089359828408,15.037024361746651,1.879528590611049,5.072425842285156,5.395329339163644,8.67699350629534,8.353805598758516,3.1921340312677717,9.733456202915736,14.003089359828408,15.037024361746651,1.7800000000000014,1.9940000000000013,2.0949999999999993,2.954999999999981,2.949583333333314,0.9646241891995296,3.1249999999999774,3.915999999999961,6.539999999999905,5.116974048374686,43.01552386060357,46.558920837938786,79.90138296037912,73.52176878989485,28.474858667656076,87.0116603653878,124.86433166190983,128.17030230909586,1.8194234736370014,5.0426728267612955,5.364407316280332,8.637964062627336,8.314236243656394,3.1858423209533058,9.687369072694366,13.954704495496747,14.981708617107284,1819423.4736370014,5042672.826761296,5364407.316280331,8637964.062627336,8314236.243656392,3185842.3209533063,9687369.072694367,13954704.495496748,14981708.617107283,178.0,199.4,209.5,295.5,294.9583333333333,96.46241891995498,312.5,391.6,654.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.08353805598758517,-0.09831944444444381
187,0.012857024361746683,14.285714285714285,15.037024361746651,15.037024361746651,6.539999999999905,0,1,128.17030230909586,654,14.961496191444343,"[0.0, 0.1503702436174665, -0.21799999999999684]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,143.17999999999904,25994.03999999985,14318,2599404,5.347646899987012,948.8409449000028,6.904761904761905,8.428689184642973,8.428689184642973,8.388785225713406,2.9829166666666467,1.0,100.0,0.0,0.0,2.857142857142857,2.857142857142857,5.714285714285714,6.904761904761905,3.634366076779463,8.571428571428571,14.285714285714285,14.285714285714285,2.17078617640904,5.040580204554966,5.610790252685547,8.193280356270925,8.428689184642973,3.1633015658282617,10.012275832039968,14.4392945425851,15.037024361746651,2.17078617640904,5.040580204554966,5.610790252685547,8.193280356270925,8.428689184642973,3.1633015658282617,10.012275832039968,14.4392945425851,15.037024361746651,1.9100000000000015,1.9770000000000016,2.239999999999996,2.9249999999999816,2.9829166666666467,0.9042307004974934,3.2549999999999746,3.8729999999999616,6.539999999999905,10.067430507449899,42.7748754888773,50.01717636175454,77.76043716445565,74.79226290069953,27.815696981724116,87.85741817392409,126.30054764449596,128.17030230909586,2.110676108978533,5.010897429679477,5.5565402355091855,8.154201459266854,8.388785225713406,3.1579200292447203,9.970838870695676,14.390638242037456,14.981708617107284,2110676.108978533,5010897.429679477,5556540.235509186,8154201.459266854,8388785.225713406,3157920.02924472,9970838.870695677,14390638.242037456,14981708.617107283,191.0,197.7,224.0,292.5,298.2916666666667,90.42307004975126,325.5,387.3,654.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,inf,0.012857024361746683,14961496.191444343,0.0,0.1503702436174665,-0.21799999999999684,0.0,0.08428689184642972,-0.09943055555555491
188,0.013768128691173748,14.285714285714285,15.064795357840403,15.064795357840403,3.889999999999961,0,1,128.27936509251595,389,15.01576707847531,"[0.0, 0.15064795357840402, -0.12966666666666538]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,143.42999999999904,26137.469999999852,14343,2613747,5.221900300006382,954.2147600000026,7.44047619047619,8.95146960303897,8.95146960303897,8.911508689447684,2.98812499999998,1.0,100.0,0.0,2.857142857142857,2.857142857142857,2.857142857142857,8.571428571428571,7.44047619047619,3.767908861452014,8.571428571428571,14.285714285714285,14.285714285714285,4.148101806640625,5.157385144914899,5.545102528163365,9.012639181954519,8.95146960303897,3.212519605870888,10.022728102547783,14.724973951067243,15.064795357840403,4.148101806640625,5.157385144914899,5.545102528163365,9.012639181954519,8.95146960303897,3.212519605870888,10.022728102547783,14.724973951067243,15.064795357840403,1.6600000000000013,2.015000000000001,2.1449999999999982,2.9749999999999805,2.98812499999998,0.9163620469233935,3.192499999999976,3.8829999999999614,6.539999999999905,32.90322699397802,44.46904121786356,48.43725863844156,82.5667390562594,79.66359128632273,27.820847457102243,91.92368119768798,127.36838336288929,130.92837622016668,4.121468903413631,5.127190675873682,5.513804090904726,8.97325818103878,8.911508689447684,3.2050980672705696,9.982091439475743,14.675584138884677,15.01576707847531,4121468.903413631,5127190.675873682,5513804.090904726,8973258.18103878,8911508.689447684,3205098.0672705695,9982091.439475745,14675584.138884677,15015767.07847531,166.0,201.5,214.5,297.5,298.8125,91.63620469234125,319.25,388.3,654.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,inf,0.013768128691173748,15015767.07847531,0.0,0.15064795357840402,-0.12966666666666538,0.0,0.08951469603038971,-0.099604166666666
189,0.013768128691173748,14.285714285714285,15.064795357840403,15.064795357840403,3.889999999999961,0,1,128.27936509251595,389,15.01576707847531,"[0.0, 0.15064795357840402, -0.12966666666666538]",0.2,0.2,0,48,48,0,0,48,0,48,0,48,0,137.62999999999914,26275.09999999985,13763,2627510,4.141949899960309,958.4703864000039,7.261904761904762,8.970546608879452,8.970546608879452,8.931794328042415,2.867291666666649,1.0,100.0,0.0,2.857142857142857,2.857142857142857,5.0,8.571428571428571,7.261904761904762,3.398595815147666,8.571428571428571,12.285714285714297,14.285714285714285,4.34638432094029,5.260541643415179,6.759980065482003,9.485977717808316,8.970546608879452,2.935893649707301,10.427363259451731,14.090732574462892,15.064795357840403,4.34638432094029,5.260541643415179,6.759980065482003,9.485977717808316,8.970546608879452,2.935893649707301,10.427363259451731,14.090732574462892,15.064795357840403,1.7300000000000013,2.0270000000000006,2.579999999999989,3.0149999999999797,2.867291666666649,0.5739691469035673,3.1074999999999777,3.811999999999963,3.889999999999961,35.079653799533844,44.95519185513258,61.92432381398976,84.41122254729271,79.36417037124436,25.259694858283172,88.93560062535107,124.12260154113174,128.27936509251595,4.31904924128649,5.230226688223324,6.724716521015158,9.445291703809843,8.931794328042415,2.9302724348451847,10.385897779731113,14.042488451837004,15.01576707847531,4319049.24128649,5230226.688223324,6724716.521015158,9445291.703809844,8931794.328042416,2930272.434845185,10385897.779731113,14042488.451837003,15015767.07847531,173.0,202.7,258.0,301.5,286.7291666666667,57.3969146903579,310.75,381.20000000000005,389.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,inf,0.013768128691173748,15015767.07847531,0.0,0.15064795357840402,-0.12966666666666538,0.0,0.08970546608879454,-0.09557638888888831
